"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Tony Hawk's Pro Skater 3",,d1d6806ac99a29dd3195491a213bec9023a3adb4,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,d246639ddd955058e45be722f64899a2c267d02f,,,"Zettai Zetsumei Denjarasu Jii-san: Shijou Saikyou no Dogeza",@,,,2003,"Rokumendo - Kids Station",jp,,,,,,,,,,,,
@,,d3b43b209f3af4abff438a861c4ed0287e585c65,,,"Legend of Zelda, The: Fushigi no Boushi",@,,,2004,Nintendo,jp,a,"a 1",,,zh,,,,,,,
"Hot Potato!",,d3b5d26646397168c825b3696a3d0b380ae570e1,,,,,,(E),,,,,,,,,,,,,,,
"Advance Guardian Heroes",,d518d0a4818cc356ed79b29bc3c0e2264c0c2d07,,,"Advance Guardian Heroes",,,,2004,"Treasure - Ubisoft",us,!,,,,,,,,,,,
"Mario Pinball Land",,d53fbc63e08c15bfdc045b5664fe24e8e2718469,,,"Super Mario Ball",,,(E),,,,,,,,,,,,,,,
"Shark Tale",,d56755d3fcd2fd942cc54f62f9ba7df38347799f,,,,,,"(U) [b1]",,,,,,,,,,,,,,,
"Razor Freestyle Scooter",,d59f3a320a0bed023b71113f040f7521d5571f91,,,,,,"(U) [o1]",,,,,,,,,,,,,,,
@,,d5bb29cd87aa2e87d3bc7e365ef51e84487295e0,,,"Zettai Zetsumei Denjarasu Jii-san: Shijou Saikyou no Dogeza",@,,,2003,"Rokumendo - Kids Station",jp,b,"b 2",,,,,,,,,,
@,,d5f06a82c3e5f963ef169763edc2d691fed8124e,,,"Advance Wars",@,,,2001,Nintendo,eu,!,,,,,,,,,,,
"Ready 2 Rumble Boxing: Round 2",,d6114cd4bb6b580437c5c2d6e4c3a51eaa0de76e,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Castlevania: Circle of the Moon",,d661b01eb94186435723ac03344792c11c20c522,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,d6ac6b876f17786f4f88a5da4a63c217fdae4107,,,"Zoku Bokura no Taiyou: Taiyou Shounen Django",@,,"v rev0; Language en,ja",2004,Konami,jp,,,,,,,,,4,,,
@,,d6c8f02af75923b1de1aa7556441a278059501b8,,,"Yu-Gi-Oh!: Dungeon Dice Monsters",@,,,2001,Konami,jp,,,,,,,,,1,,,
"Action Man: Robot Atack",,d74a7495013cd7db207b4b3825f70b2d213fc658,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
"LEGO Island 2",,d79125a6bca07720b275c4065f3b20c9f507f605,,,,,,"(U) [h2IR]",,,,,,,,,,,,,,,
"Sonic Advance",,d842afa7dd1e84de08addb94a51506f1bcafd551,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Bomberman Tournament",,da44a5d65f1a00d75a57e5b46e30f9e4e2d18f6c,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"LEGO Bionicle",,da643e7dc8acde83001fefc46969eb6f7ab17948,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Mario vs. Donkey Kong",,da677e595c41a0c72c4e3feb3a7e716f17cacd77,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Fire Emblem: Fuuin no Tsurugi",,dab040530dce9324fd924f21589c046c18fcfe82,,,,,,"(J) [T-Eng0.04_Dark Twilkitri]",,,,,,,,,,,,,,,
"Yu Yu Hakusho Tournament Tactics",,dab129544c5ab496df4fd1dfbfa33e76142d2d8a,,,"Yu Yu Hakusho: Tournament Tactics",,,,2004,Atari,us,,,,,,,,,,,,
@,,dad3aa7dd470c9b475236fed2ea867b04ab1b089,,,"Yu-Gi-Oh!: Reshef of Destruction",@,,,2004,Konami,us,,,,,,,,,,,,
"Space Invaders",,dbb39eadef98a3f8c7de0de889b2932dbe293283,,,,,,(U),,,,,,,,,,,,,,,
"Gradius Galaxies",,dc0f3c4b71c7f543d1693d2a0c356f10f39d16d9,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Dragon Ball GT: Volume 1",,dc85cccc0cede3fc11d257995cd7d3cc64ca00e0,,,,,,(U),,,,,,,,,,,,,,,
"Dave Mirra Freestyle BMX 3",,dcce47b536ace90a918d94d06698c92538d7e4d1,,,,,,(U),,,,,,,,,,,,,,,
"Sonic Advance 3",,dcdd05854b47c52a74ff13f8d50cb1c7f612e376,,,,,,"(E) (M6) (Beta)",,,,,,,,,,,,,,,
@,,dd5945db9b930750cb39d00c84da8571feebf417,,,"Pokemon: FireRed Version",@,,,2004,Nintendo,eu,!,,,,,,,,,,,
"Golden Sun",,de0bdc889594b012cad213ca83707feb81ada28b,,,,,,(S),,,,,,,,,,,,,,,
"Klonoa: Empire of Dreams",,de407e6473a90f234f7fb5276ca866e5e375818a,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
"Yu-Gi-Oh!: GX Duel Academy",,deb55081c6a567337943d1dddec29b1e6968bccc,,,"Yu-Gi-Oh!: GX Duel Academy",,,"Language en",2006,Konami,eu,,,,,,,,,,,,
"Momotaro Festival",,dfe06bc08d2e3231815e23245a453b54b38ada94,,,,,,(J),,,,,,,,,,,,,,,
"Sonic Advance 2",,dffd0188fc78154b42b401398a224ae0713edf23,,,,,,(J),,,,,,,,,,,,,,,
"Yu-Gi-Oh!: The Eternal Duelist Soul",,e092d4d30f79c9f458790af9942cfd796716cfcd,,,"Yu-Gi-Oh!: The Eternal Duelist Soul",,,,2002,Konami,us,,,,,,,,,3,,,
@,,e09f676b439fc65a63babebc31ca371f8367f3c5,,,"Yushun Rhapsody",@,,,2001,Capcom,jp,,,,,,,,,,,,
"Tomb Raider: The Prophecy",,e10a28df676334c9b10c04d054dc81c262c6da25,,,,,,"(E) (M5) [hIRff]",,,,,,,,,,,,,,,
@,,e16dd5848bcbaffdc60d5d5548d60f4311f4615c,,,"Yu-Gi-Oh!: Duel Monsters International: Worldwide Edition",@,,"v rev1",2003,Konami,jp,,,,,,,,,,,,
@,,e1841b11be71643c3c9e328078bf879cc8b0da82,,,"Yu-Gi-Oh!: Dungeon Dice Monsters",@,,,2003,Konami,eu,b,"b 1",,,,,,,,,,
@,,e18e9e8aabb8844de688ddff8843329f84e470aa,,,"Zidane: Football Generation 2002",@,,,2002,"Aqua Pacific - Cryo Interactive",eu,,,,,,,,,,,,
"Jackie Chan Adventures: Legend of The Dark Hand",,e1c33081fb90ec0d2c01b7edabd4bf7d9e29b7da,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
"ESPN Final Round Golf 2002",,e30dda7e9141c4f06ec1494e3eadc9b3244e341d,,,"Golf Masters",,,(J),,,,,,,,,,,,,,,
"Krazy Racers",,e3549b9b7d7208b88e368e7b7a59e31eec8b1da6,,,"Wai Wai Racing",,,"(J) [!]",,,,,,,,,,,,,,,
@,,e3b7728428caff73dfbf79715e17dc52c9e95bcc,,,"Legend of Zelda, The: Fushigi no Boushi",@,,,2004,Nintendo,jp,a,"a 4",,,zh,,,,,,,
"Shrek: Swamp Kart Speedway",,e4897b897eac0d852789d5fca2cc587faec04b6e,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Dragon Ball: Advanced Adventure",,e49ae836b14f84dc8cd817bf912fcdce82d8a587,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
"Super Bust-A-Move",,e4dd4bb3691444fff595a926b2c06313f2e69751,,,,,,"(E) (M5) [!]",,,,,,,,,,,,,,,
@,,e582dd422f33b7f7a5ae306fe5159550f2a55444,,,"Zettai Zetsumei Denjarasu Jii-san 2: Naki no Ikkai Zettai Fukujuu Violence Kouchou: Wagahai ha Ichiban Erainjyai",@,,,2004,"Rokumendo - Kids Station",jp,,,,,,,,,,,,
@,,e5d17d10227f2192af17f016f4122b1c165b2c73,,,"Zoku Bokura no Taiyou: Taiyou Shounen Django",@,,"v rev1; Language en,ja",2004,Konami,jp,,,,,,,,,2,,,
@,,e71992923c4e5b3bfe51c1a1960a584347626991,,,"Zen-Nippon Shounen Soccer Taikai 2: Mezase Nippon-ichi!",@,,,2002,"Boom - Success",jp,,,,,,,,,,,,
"Yu-Gi-Oh!: 7 Trials to Glory: World Championship Tournament 2005",,e7a2fb1901a691b3fdd0a39fb574e6dd536b165e,,,,,,"(U) (M6)",,,,,,,,,,,,,,,
"2-in-1: Castlevania Double Pack: Harmony of Dissonance & Aria of Sorrow",,e7aea4480f02822904eef1d7b51c18f169881075,,,"2 Games in 1: Castlevania Double Pack: Harmony of Dissonance & Aria of Sorrow",,,"(E) (M3)",,,,,,,,,,,,,,,
"Inspector Gadget: Advance Mission",,e8b076719dd7077fea2de91e3ad7790ae6b27171,,,,,,"(E) [hI][t1]",,,,,,,,,,,,,,,
"Krazy Racers",,e8c38075334cfed4a3aee5c420e9d0e60b21e27e,,,,,,"(Beta) [o1]",,,,,,,,,,,,,,,
@,,e9f7a2ef6b3e6616c244f40d065ffd32ddec8e3c,,,"Yushun Rhapsody",@,,,2001,Capcom,jp,b,"b 1",,,,,,,,,,
"Chu Chu Rocket",,ea7099f5e4cbeee929f43db91b0331855202bb03,,,,,,"(J) (M5) [!]",,,,,,,,,,,,,,,
"Sonic Advance",,eb00f101af23d728075ac2117e27ecd8a4b4c3e9,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
"Tactics Ogre: The Knight of Lodis",,ec257d645c601e439f1ab34d9b598c0443aec3da,,,"Tactics Ogre Gaiden: The Knight of Lodis",,,(J),,,,,,,,,,,,,,,
"ESPN Final Round Golf 2002",,ecee20b629a38bab7edbc972c70b2c968f50c23c,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Men in Black: The Series",,ed6081be3e88613b9868e132b6f6206ccf349385,,,,,,(E),,,,,,,,,,,,,,,
"Game Shark GBA",,ee4815180741c99ba75de06a95aa7536d6264152,,,"Action Replay",,,"(E) (UK)",,,,,,,,,,,,,,,
@,,eeacdf5a9d3d2173a4a96689b72dc6b7ad92153c,,,"Boktai 2: Solar Boy Django",@,,,2005,Konami,eu,!,"[req. solar sensor]",,,,,,,,,,
"Bubble Bobble: Old & New",,efd718795fd29389942ae93611ac12546a6a3e86,,,,,,(U),,,,,,,,,,,,,,,
"Mat Hoffman's Pro BMX",,efdf79641ad83dd6db38228976850318394d6efc,,,,,,"(U) [o1]",,,,,,,,,,,,,,,
"2-in-1: Dragon Ball Z Gamepack: The Legacy of Goku I & II",,f02d179accbeb9b68bcaef8720eb0ae426dde6ee,,,,,,(U),,,,,,,,,,,,,,,
"Super Mario Advance",,f071d45d8f5cb05b48d7d2b804c6cb6a79ad96fb,,,,,,"(E) [!]",,,,,,,,,,,,,,,
@,,f126b42514c558ae802ea4039c6b3774b68013a9,,,"Zone of the Enders: The Fist of Mars",@,,,2002,Konami,us,,,,,,,,,2,,,
@,,f13a35440978999ee366470720c79aaf046bc4b4,,,"Balanced Diet",@,,"Copyright Public Domain",2011,"Mihai, Sebastian",@,,,,,,,,,,,,
"Dragon Ball Z: Buu's Fury",,f1c4b07554d2a3b1ad2f325307051e775ce68087,,,,,,(U),,,,,,,,,,,,,,,
"Spider-Man: The Movie",,f1e49e795baf425dc98b74cc6cc66ff6644f66f5,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
"Chu Chu Rocket",,f204105308b7758df84f1a31919204459ea6e54f,,,,,,"(U) (M5) [!]",,,,,,,,,,,,,,,
"Dexter's Lab: Deesaster Strikes!",,f230375ba4b0346d749e50117fe701d8c1cbfffa,,,,,,"(U) (M5)",,,,,,,,,,,,,,,
"Mother 1+2",,f27336b9c96ca2d06c34e07a61a78538deac32b3,,,,,,(Japan),,,,,,,,,,,,,,,
"Fire Emblem",,f2eb087e9254faa7656ec6f1cf81fa701a853124,,,,,,"(E) (M3) (En-It-Sp)",,,,,,,,,,,,,,,
@,,f30ab501b09026ae045faf8573220d4f9c113376,,,"Gunstar Future Heroes",@,,,2005,"Sega - THQ",eu,!,,,,,,,,,,,
"Lord of the Rings, The: The Fellowship of the Ring",,f330de5440f561e9fb0f808876261ee124230f9f,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
@,,f47870d25665588d19b75e90d0bd32a759e64918,,,"Breath of Fire",@,,,2001,"Capcom - Ubi Soft",eu,!,,,,,,,,,,,
"European Super League",,f505d1f50b8c0ba2c571c67702d00ad7ca4ecd3a,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
@,,f505d592d6f5c355fb347fea50f171dc6e5b0700,,,"Yoshi's Universal Gravitation",@,,,2005,Nintendo,eu,,,,,,,,,1,,,
@,,f5269aba2e5f587aa2f851f35e96c1cbc5e1a78a,,,"Zoids Saga III: Fuzors",@,,,2004,Tomy,jp,,,,,,,,,,,,
"Dragon Ball Z: Supersonic Warriors",,f6f956989773e39cfde407d3763eb7f767ef2033,,,,,,(U),,,,,,,,,,,,,,,
"M&M's: Blast!",,f717d3547aeedf19921124a647d5dc70d6b61d1e,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Lara Croft: Tomb Raider Legend",,f844ac89327747acb081a0f733c0125f87672aec,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
"Mario Golf: Advance Tour",,f99dd1fb1d468fc67b46920687f890f5a14036c5,,,,,,(F),,,,,,,,,,,,,,,
"Pokemon: Leaf Green Version & Fire Red Version",,f9ebee5d228cb695f18ef2ced41630a09fa9eb05,,,"Pokemon: Verde Hoja",,,(S),,,,,,,,,,,,,,,
"Mario & Luigi: Superstar Saga",,fa2314c2fbe0db1ab17175f8be7cceb0ab084efc,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
@,,fa82f87efa718105ba5a2a66b085c0eca8949026,,,"Legend of Zelda, The: Fushigi no Boushi",@,,,2004,Nintendo,jp,,,,,zh,,,,,,,
"Mario Party Advance",,fa917d74d592260c3d6142a969fcbd94156f956b,,,,,,(U),,,,,,,,,,,,,,,
"Pinball Tycoon",,fac76a646d112a775f9877b53f1386716d968a79,,,,,,(U),,,,,,,,,,,,,,,
"Super Dodgeball Advance",,fd41ea644da9249d159c16a9ed837b9bf74d3652,,,,,,"(U) [a1][o1]",,,,,,,,,,,,,,,
"Breath of Fire",,fdc7e7b6ab680229dcd159eb4dd7d1967b9e88ee,,,,,,"(E) (M3)",,,,,,,,,,,,,,,
@,,fdd69455a072b2f74e6c5c50b96daa0438156b27,,,"Yu-Gi-Oh!: Dungeon Dice Monsters",@,,"Language en,es",2003,Konami,us,,,,,,,,,,,,
"Spider-Man 2",,fe8cea2389676d965051368aabd6cc614ffabd28,,,,,,(I),,,,,,,,,,,,,,,
"Rayman Advance",,ff8a41c781735d2b4fe6cde65e82fb5a68f77f8b,,,,,,"(U) [!]",,,,,,,,,,,,,,,
